Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,Exchange
VIRC,Virco Manufacturing Corporation,3.855,$59.91M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/virc,,NASDAQ
VTSI,"VirTra, Inc.",3.95,$31.25M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/vtsi,,NASDAQ
VIRT,"Virtu Financial, Inc.",25.47,$4.82B,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/virt,,NASDAQ
VRTS,"Virtus Investment Partners, Inc.",80.76,$577.16M,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrts,,NASDAQ
VRTSP,"Virtus Investment Partners, Inc.",77,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/vrtsp,,NASDAQ
BBC,Virtus LifeSci Biotech Clinical Trials ETF,25.3785,$25.38M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbc,,NASDAQ
BBP,Virtus LifeSci Biotech Products ETF,36.8296,$36.83M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbp,,NASDAQ
VRTU,Virtusa Corporation,40.3,$1.21B,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/vrtu,,NASDAQ
VTGN,"VistaGen Therapeutics, Inc.",1.62,$50.31M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtgn,,NASDAQ
VC,Visteon Corporation,60.1,$1.74B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/vc,,NASDAQ
VTL,"Vital Therapies, Inc.",0.2567,$10.88M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtl,,NASDAQ
VIVE,"Viveve Medical, Inc.",1.32,$41.63M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/vive,,NASDAQ
VVPR,VivoPower International PLC,0.882,$11.96M,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/vvpr,,NASDAQ
VVUS,"VIVUS, Inc.",2.81,$29.87M,1994,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vvus,,NASDAQ
VOD,Vodafone Group Plc,20.12,$53.76B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vod,,NASDAQ
VOXX,VOXX International Corporation,4.56,$110.35M,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/voxx,,NASDAQ
VYGR,"Voyager Therapeutics, Inc.",10.02,$326.22M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/vygr,,NASDAQ
VSEC,VSE Corporation,30.71,$334.16M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/vsec,,NASDAQ
VTVT,vTv Therapeutics Inc.,1.61,$68.63M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/vtvt,,NASDAQ
VUZI,Vuzix Corporation,5.5,$151.73M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/vuzi,,NASDAQ
WTRH,Waitr Holdings Inc.,11.045,$602.9M,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wtrh,,NASDAQ
WTRHW,Waitr Holdings Inc.,1.25,n/a,2016,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wtrhw,,NASDAQ
WBA,"Walgreens Boots Alliance, Inc.",78.74,$74.47B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/wba,,NASDAQ
WAFD,"Washington Federal, Inc.",26.62,$2.17B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wafd,,NASDAQ
WASH,"Washington Trust Bancorp, Inc.",47.8,$826.68M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wash,,NASDAQ
WSBF,"Waterstone Financial, Inc.",16.16,$465.88M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/wsbf,,NASDAQ
WVE,WAVE Life Sciences Ltd.,49.43,$1.46B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/wve,,NASDAQ
WSTG,"Wayside Technology Group, Inc.",10.78,$48.47M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/wstg,,NASDAQ
WCFB,"WCF Bancorp, Inc.",8.22,$21.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wcfb,,NASDAQ
WDFC,WD-40 Company,179.49,$2.48B,1973,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/wdfc,,NASDAQ
WB,Weibo Corporation,64.56,$14.38B,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wb,,NASDAQ
WTW,Weight Watchers International Inc,47.82,$3.2B,2001,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/wtw,,NASDAQ
WEBK,"Wellesley Bancorp, Inc.",28.76,$72.64M,2012,Finance,Banks,https://www.nasdaq.com/symbol/webk,,NASDAQ
WEN,Wendy&#39;s Company (The),16.71,$3.9B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wen,,NASDAQ
WERN,"Werner Enterprises, Inc.",30.04,$2.14B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/wern,,NASDAQ
WSBC,"WesBanco, Inc.",38.5,$2.1B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wsbc,,NASDAQ
WTBA,West Bancorporation,19.85,$323.47M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtba,,NASDAQ
WABC,Westamerica Bancorporation,56.51,$1.51B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wabc,,NASDAQ
WSTL,"Westell Technologies, Inc.",2.04,$31.87M,1995,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/wstl,,NASDAQ
WBND,Western Asset Total Return ETF,24.9449,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wbnd,,NASDAQ
WDC,Western Digital Corporation,38.78,$11.22B,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/wdc,,NASDAQ
WNEB,"Western New England Bancorp, Inc.",9.35,$274.1M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/wneb,,NASDAQ
WPRT,Westport Fuel Systems Inc,1.7,$225.2M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wprt,,NASDAQ
WWR,"Westwater Resources, Inc.",0.1704,$11.3M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wwr,,NASDAQ
WEYS,"Weyco Group, Inc.",30.56,$309.75M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/weys,,NASDAQ
WHLR,"Wheeler Real Estate Investment Trust, Inc.",1.94,$18.34M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlr,,NASDAQ
WHLRD,"Wheeler Real Estate Investment Trust, Inc.",16.94,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrd,,NASDAQ
WHLRP,"Wheeler Real Estate Investment Trust, Inc.",15.12,$10.89M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrp,,NASDAQ
WHLRW,"Wheeler Real Estate Investment Trust, Inc.",0.007,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/whlrw,,NASDAQ
WHF,"WhiteHorse Finance, Inc.",13.85,$284.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/whf,,NASDAQ
WHFBZ,"WhiteHorse Finance, Inc.",24.7232,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/whfbz,,NASDAQ
WHLM,"Wilhelmina International, Inc.",5.85,$30.8M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/whlm,,NASDAQ
WVVI,"Willamette Valley Vineyards, Inc.",7.0399,$34.95M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvi,,NASDAQ
WVVIP,"Willamette Valley Vineyards, Inc.",5.15,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/wvvip,,NASDAQ
WLDN,"Willdan Group, Inc.",34.43,$376.51M,2006,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/wldn,,NASDAQ
WLFC,Willis Lease Finance Corporation,34.33,$213.15M,1996,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/wlfc,,NASDAQ
WLTW,Willis Towers Watson Public Limited Company,153.76,$19.98B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/wltw,,NASDAQ
WSC,WillScot Corporation,11.39,$1.23B,2015,n/a,n/a,https://www.nasdaq.com/symbol/wsc,,NASDAQ
WIN,"Windstream Holdings, Inc.",2.76,$118.5M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/win,,NASDAQ
WING,Wingstop Inc.,63.21,$1.85B,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/wing,,NASDAQ
WINA,Winmark Corporation,154.15,$601.37M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/wina,,NASDAQ
WINS,Wins Finance Holdings Inc.,26,$515.78M,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wins,,NASDAQ
WTFC,Wintrust Financial Corporation,67.45,$3.8B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfc,,NASDAQ
WTFCM,Wintrust Financial Corporation,25.54,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfcm,,NASDAQ
WTFCW,Wintrust Financial Corporation,51.62,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wtfcw,,NASDAQ
AGND,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,43.1,$43.1M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agnd,,NASDAQ
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,64.58,$146.92M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cxse,,NASDAQ
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,20.2003,$25.25M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcg,,NASDAQ
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,68.3238,$40.99M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emcb,,NASDAQ
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,22.6348,$67.9M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgre,,NASDAQ
DXGE,WisdomTree Germany Hedged Equity Fund,26.93,$55.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxge,,NASDAQ
HYZD,WisdomTree Interest Rate Hedged High Yield Bond Fund,23.3,$307.56M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyzd,,NASDAQ
AGZD,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,47.51,$71.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/agzd,,NASDAQ
WETF,"WisdomTree Investments, Inc.",6.52,$997.8M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/wetf,,NASDAQ
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,39.6,$110.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dxjs,,NASDAQ
GULF,WisdomTree Middle East Dividend Fund,18.75,$16.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gulf,,NASDAQ
HYND,WisdomTree Negative Duration High Yield Bond Fund,20.46,$63.43M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hynd,,NASDAQ
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,39.69,$2.36B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgrw,,NASDAQ
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,32.37,$101.97M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dgrs,,NASDAQ
WIX,Wix.com Ltd.,87.2,$4.09B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wix,,NASDAQ
WWD,"Woodward, Inc.",76.32,$4.72B,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/wwd,,NASDAQ
WDAY,"Workday, Inc.",162.03,$35.65B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wday,,NASDAQ
WKHS,"Workhorse Group, Inc.",0.51,$29.72M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/wkhs,,NASDAQ
WRLD,World Acceptance Corporation,99.02,$976.87M,1991,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/wrld,,NASDAQ
WRTC,"Wrap Technologies, Inc.",3.19,$87.29M,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/wrtc,,NASDAQ
WMGI,Wright Medical Group N.V.,27.52,$3.44B,2011,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/wmgi,,NASDAQ
WMGIZ,Wright Medical Group N.V.,0.0189,n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/wmgiz,,NASDAQ
WSFS,WSFS Financial Corporation,39.59,$1.24B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/wsfs,,NASDAQ
WVFC,WVS Financial Corp.,15.27,$30.04M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/wvfc,,NASDAQ
WYNN,"Wynn Resorts, Limited",106.7,$11.6B,2002,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/wynn,,NASDAQ
XBIT,XBiotech Inc.,4.44,$159.04M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbit,,NASDAQ
XELB,"Xcel Brands, Inc",1.39,$25.42M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/xelb,,NASDAQ
XEL,Xcel Energy Inc.,53.14,$27.32B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/xel,,NASDAQ
XNCR,"Xencor, Inc.",36.12,$2.03B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xncr,,NASDAQ
XBIO,"Xenetic Biosciences, Inc.",2.57,$24.17M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xbio,,NASDAQ
XENE,Xenon Pharmaceuticals Inc.,6.57,$165.83M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xene,,NASDAQ
XERS,"Xeris Pharmaceuticals, Inc.",20.11,$419.64M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xers,,NASDAQ
XGTI,"XG Technology, Inc",0.3101,$5.52M,2013,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/xgti,,NASDAQ
XLNX,"Xilinx, Inc.",88.82,$22.48B,1990,Technology,Semiconductors,https://www.nasdaq.com/symbol/xlnx,,NASDAQ
XOMA,XOMA Corporation,14.23,$119.46M,1986,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xoma,,NASDAQ
XPER,Xperi Corporation,17.38,$841.51M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/xper,,NASDAQ
XSPA,"XpresSpa Group, Inc. ",0.2,$6.91M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/xspa,,NASDAQ
XTLB,XTL Biopharmaceuticals Ltd.,2.45,$12.6M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/xtlb,,NASDAQ
XNET,Xunlei Limited,4.4,$295.67M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/xnet,,NASDAQ
YNDX,Yandex N.V.,28.01,$9.09B,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/yndx,,NASDAQ
YRIV,Yangtze River Port and Logistics Limited ,3.72,$641.82M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/yriv,,NASDAQ
YTRA,"Yatra Online, Inc.",4.16,$187.76M,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/ytra,,NASDAQ
YTEN,"Yield10 Bioscience, Inc.",1.01,$10.13M,n/a,Basic Industries,Containers/Packaging,https://www.nasdaq.com/symbol/yten,,NASDAQ
YIN,Yintech Investment Holdings Limited,7.1,$498.59M,2016,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/yin,,NASDAQ
YMAB,"Y-mAbs Therapeutics, Inc.",21.42,$732.43M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ymab,,NASDAQ
YOGA,"YogaWorks, Inc.",0.5921,$9.85M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/yoga,,NASDAQ
YGYI,"Youngevity International, Inc.",6.36,$150.18M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ygyi,,NASDAQ
YRCW,"YRC Worldwide, Inc.",3.17,$107.3M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/yrcw,,NASDAQ
YY,YY Inc.,65.63,$4.17B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/yy,,NASDAQ
ZFGN,"Zafgen, Inc.",5.17,$190.62M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zfgn,,NASDAQ
ZAGG,ZAGG Inc,9.75,$270.98M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/zagg,,NASDAQ
ZLAB,Zai Lab Limited,23.39,$1.18B,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zlab,,NASDAQ
ZEAL,Zealand Pharma A/S,13.2,$405.17M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zeal,,NASDAQ
ZBRA,Zebra Technologies Corporation,171.89,$9.25B,1991,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/zbra,,NASDAQ
Z,"Zillow Group, Inc.",32.38,$6.58B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/z,,NASDAQ
ZG,"Zillow Group, Inc.",31.97,$6.5B,2011,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/zg,,NASDAQ
ZN,Zion Oil & Gas Inc,0.539,$34.88M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/zn,,NASDAQ
ZNWAA,Zion Oil & Gas Inc,n/a,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/znwaa,,NASDAQ
ZION,Zions Bancorporation N.A.,41.54,$7.98B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zion,,NASDAQ
ZIONW,Zions Bancorporation N.A.,10.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/zionw,,NASDAQ
ZIOP,ZIOPHARM Oncology Inc,2.84,$458.15M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ziop,,NASDAQ
ZIXI,Zix Corporation,6.25,$338.74M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/zixi,,NASDAQ
ZKIN,"ZK International Group Co., Ltd",1.738,$22.71M,2017,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/zkin,,NASDAQ
ZGNX,"Zogenix, Inc.",41.44,$1.74B,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zgnx,,NASDAQ
ZSAN,Zosano Pharma Corporation,3.53,$42.26M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zsan,,NASDAQ
ZS,"Zscaler, Inc.",42.47,$5.19B,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/zs,,NASDAQ
ZUMZ,Zumiez Inc.,19.03,$485.85M,2005,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/zumz,,NASDAQ
ZYNE,"Zynerba Pharmaceuticals, Inc.",4.25,$74.91M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zyne,,NASDAQ
ZNGA,Zynga Inc.,3.71,$3.2B,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/znga,,NASDAQ
DDD,3D Systems Corporation,10.63,$1.21B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ddd,,NYSE
MMM,3M Company,196.1,$114.19B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmm,,NYSE
WBAI,500.com Limited,7.88,$334.79M,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wbai,,NYSE
WUBA,58.com Inc.,60,$8.89B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wuba,,NYSE
EGHT,8x8 Inc,18.54,$1.77B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght,,NYSE
AHC,A.H. Belo Corporation,3.98,$86.14M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/ahc,,NYSE
ATEN,"A10 Networks, Inc.",6.27,$462.72M,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/aten,,NYSE
AAC,"AAC Holdings, Inc.",2.16,$53.14M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aac,,NYSE
AIR,AAR Corp.,40.69,$1.43B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/air,,NYSE
AAN,"Aaron&#39;s,  Inc.",41.3,$3B,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aan,,NYSE
ABB,ABB Ltd,19.4,$41.36B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/abb,,NYSE
ABT,Abbott Laboratories,70.76,$124.28B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abt,,NYSE
ABBV,AbbVie Inc.,85.61,$128.78B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abbv,,NYSE
ANF,Abercrombie & Fitch Company,18.9,$1.24B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf,,NYSE
AGD,Aberdeen Global Dynamic Dividend Fund,8.82,$110.69M,2006,n/a,n/a,https://www.nasdaq.com/symbol/agd,,NYSE
AWP,Aberdeen Global Premier Properties Fund,5.4,$461.2M,2007,n/a,n/a,https://www.nasdaq.com/symbol/awp,,NYSE
ACP,Aberdeen Income Credit Strategies Fund,11.18,$146.17M,2011,n/a,n/a,https://www.nasdaq.com/symbol/acp,,NYSE
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.25,$97.07M,1992,n/a,n/a,https://www.nasdaq.com/symbol/jeq,,NYSE
AOD,Aberdeen Total Dynamic Dividend Fund,7.6,$817.71M,2007,n/a,n/a,https://www.nasdaq.com/symbol/aod,,NYSE
ABM,ABM Industries Incorporated,25.9,$1.71B,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm,,NYSE
AKR,Acadia Realty Trust,27.58,$2.25B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr,,NYSE
ACN,Accenture plc,155.53,$99.28B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn,,NYSE
ACCO,Acco Brands Corporation,6.76,$694.52M,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/acco,,NYSE
ATV,"Acorn International, Inc.",26.2707,$70.41M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv,,NYSE
ATU,Actuant Corporation,23.2,$1.42B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu,,NYSE
AYI,"Acuity Brands, Inc. ",118.35,$4.74B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi,,NYSE
GOLF,Acushnet Holdings Corp.,22.19,$1.66B,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf,,NYSE
ADX,"Adams Diversified Equity Fund, Inc.",13.08,$1.32B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx,,NYSE
PEO,"Adams Natural Resources Fund, Inc.",15.55,$450.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peo,,NYSE
AGRO,Adecoagro S.A.,7.05,$821.71M,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/agro,,NYSE
ADNT,Adient plc,18.16,$1.7B,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt,,NYSE
ADT,ADT Inc.,6.82,$5.23B,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt,,NYSE
ATGE,Adtalem Global Education Inc.,51.13,$3B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge,,NYSE
AAP,Advance Auto Parts Inc,163.78,$11.94B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap,,NYSE
ADSW,"Advanced Disposal Services, Inc.",25.65,$2.27B,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw,,NYSE
WMS,"Advanced Drainage Systems, Inc.",24.48,$1.4B,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms,,NYSE
ASIX,AdvanSix Inc.,24.84,$740.3M,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix,,NYSE
AVK,Advent Claymore Convertible Securities and Income Fund,13.02,$449.52M,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk,,NYSE
ACM,AECOM,27.91,$4.36B,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm,,NYSE
AEB,Aegon NV,19.4256,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb,,NYSE
AED,Aegon NV,25.22,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aed,,NYSE
AEG,Aegon NV,4.75,$9.6B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeg,,NYSE
AEH,Aegon NV,25.17,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeh,,NYSE
AER,Aercap Holdings N.V.,46.75,$6.87B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer,,NYSE
HIVE,"Aerohive Networks, Inc.",3.36,$186.67M,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/hive,,NYSE
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",35.12,$2.75B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd,,NYSE
AMG,"Affiliated Managers Group, Inc.",95.51,$5.03B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg,,NYSE
AFL,Aflac Incorporated,44.61,$33.96B,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl,,NYSE
MITT,"AG Mortgage Investment Trust, Inc.",17.69,$508.47M,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt,,NYSE
MITT^A,"AG Mortgage Investment Trust, Inc.",25.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a,,NYSE
MITT^B,"AG Mortgage Investment Trust, Inc.",24.954,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b,,NYSE
AGCO,AGCO Corporation,54.76,$4.29B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco,,NYSE
A,"Agilent Technologies, Inc.",69.36,$22.06B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a,,NYSE
